antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Aqua, Big Babol",Bimoli,0.0492,0.2055,0.0113,0.22967479674796745,1.1176389136154135,1.0,0.0011894000000000002,1.0313825857519787,0.11070323639897098,0.04642563681183238,0.030427686278121417,0.1423313156489229
Bimoli,"Aqua, Big Babol",0.2055,0.0492,0.0113,0.054987834549878344,1.1176389136154135,1.0,0.0011894000000000002,1.006124613800206,0.13248160751182078,0.04642563681183238,0.0060873312472426834,0.1423313156489229
Aqua,"Bimoli, Big Babol",0.2121,0.0475,0.0113,0.05327675624705327,1.1216159209905951,1.0,0.001225249999999999,1.006101842629482,0.13761797631656672,0.045509464357631896,0.006064835954911567,0.14558574654457926
Big Babol,"Bimoli, Aqua",0.2101,0.046,0.0113,0.05378391242265587,1.1692154874490408,1.0,0.0016353999999999987,1.0082263581488933,0.18322023511433602,0.046160130718954244,0.00815923734031014,0.14971804316784967
"Bimoli, Aqua",Indomie Kari Ayam,0.046,0.2108,0.0112,0.24347826086956523,1.155020212853725,1.0,0.0015032000000000014,1.0431954022988505,0.14068583408206065,0.04560260586319218,0.04140681813173497,0.1483045953304183
"Bimoli, Indomie Kari Ayam",Aqua,0.0475,0.2121,0.0112,0.23578947368421052,1.111690116380059,1.0,0.0011252499999999995,1.0309986225895318,0.10547900262467187,0.04508856682769726,0.03006659942151353,0.14429737710613166
"Aqua, Indomie Kari Ayam",Bimoli,0.0498,0.2055,0.0112,0.22489959839357432,1.094401938654863,1.0,0.000966100000000001,1.0250284974093264,0.09077976065189292,0.045882834903727986,0.024417367392793366,0.13970040746929324
Bimoli,"Aqua, Indomie Kari Ayam",0.2055,0.0498,0.0112,0.054501216545012166,1.094401938654863,1.0,0.000966100000000001,1.0049722079258878,0.10857008001438473,0.045882834903727986,0.004947607393193189,0.13970040746929324
Aqua,"Bimoli, Indomie Kari Ayam",0.2121,0.0475,0.0112,0.0528052805280528,1.111690116380059,1.0,0.0011252499999999995,1.0056010452961672,0.12751459576088328,0.04508856682769726,0.005569848323415011,0.14429737710613166
Indomie Kari Ayam,"Bimoli, Aqua",0.2108,0.046,0.0112,0.05313092979127135,1.155020212853725,1.0,0.0015032000000000014,1.0075310621242484,0.1700637173267687,0.04560260586319218,0.007474769173240407,0.1483045953304183
"Bimoli, Aqua",Good Day,0.046,0.2124,0.0108,0.23478260869565218,1.105379513633014,1.0,0.0010296000000000003,1.02925,0.09993011879804335,0.04361873990306947,0.0284187515180957,0.1428150331613854
"Bimoli, Good Day",Aqua,0.0485,0.2121,0.0108,0.22268041237113403,1.049884075300019,1.0,0.0005131500000000004,1.0136114058355439,0.049935773924213264,0.04323458767013611,0.01342862339273261,0.13679989501159248
"Aqua, Good Day",Bimoli,0.0452,0.2055,0.0108,0.23893805309734517,1.1627155868483952,1.0,0.0015114000000000013,1.0439360465116279,0.14656938044034828,0.04501875781575657,0.04208691390477682,0.1457463988114463
Bimoli,"Aqua, Good Day",0.2055,0.0452,0.0108,0.05255474452554745,1.1627155868483952,1.0,0.0015114000000000013,1.0077627118644068,0.17614152856443618,0.04501875781575657,0.0077029163443102806,0.1457463988114463
Aqua,"Bimoli, Good Day",0.2121,0.0485,0.0108,0.05091937765205092,1.049884075300019,1.0,0.0005131500000000004,1.0025491803278688,0.060304466161808505,0.04323458767013611,0.0025426985307944513,0.13679989501159248
Good Day,"Bimoli, Aqua",0.2124,0.046,0.0108,0.05084745762711865,1.105379513633014,1.0,0.0010296000000000003,1.0051071428571428,0.12104283054003727,0.04361873990306947,0.005081192481256444,0.1428150331613854
Bimoli,Tango,0.2055,0.2037,0.0459,0.22335766423357667,1.0965030153832924,1.0,0.004039650000000006,1.025311090225564,0.11077382494848174,0.1263418662262593,0.024686254217727837,0.22434451694742163
Tango,Bimoli,0.2037,0.2055,0.0459,0.2253313696612666,1.0965030153832924,1.0,0.004039650000000006,1.0255998098859316,0.11052342574603635,0.1263418662262593,0.024960817698258794,0.22434451694742163
Tango,Taro,0.2037,0.2098,0.0452,0.22189494354442807,1.0576498739009919,1.0,0.002463739999999999,1.0155441009463722,0.06845098847657137,0.1227260385555254,0.015306180137216,0.21866911142903006
Taro,Tango,0.2098,0.2037,0.0452,0.21544327931363202,1.0576498739009919,1.0,0.002463739999999999,1.0149680437424058,0.06897940030864817,0.1227260385555254,0.014747305429652182,0.21866911142903006
Pocari Sweat,Tango,0.2093,0.2037,0.044,0.210224558050645,1.0320302309800933,1.0,0.001365589999999993,1.0082612825166364,0.03925146877910232,0.1192411924119241,0.008193592930610324,0.21311424269738927
Tango,Pocari Sweat,0.2037,0.2093,0.044,0.2160039273441335,1.032030230980093,1.0,0.001365589999999993,1.0085509705698184,0.03897543182674395,0.1192411924119241,0.008478471410311748,0.21311424269738927
Lifebuoy,Tango,0.205,0.2037,0.0438,0.21365853658536585,1.0488882502963468,1.0,0.0020415000000000016,1.0126643920595533,0.058628413888170985,0.12003288572211566,0.012506011032733714,0.21434031394805847
Tango,Lifebuoy,0.2037,0.205,0.0438,0.21502209131075112,1.048888250296347,1.0,0.0020415000000000016,1.012767354596623,0.05853270003905053,0.12003288572211566,0.012606404164466829,0.21434031394805847
Indomie Goreng,Tango,0.2074,0.2037,0.0436,0.210221793635487,1.0320166599680265,1.0,0.0013526199999999988,1.0082577533577535,0.03914130014561295,0.11863945578231291,0.008190121355628525,0.21213102445642784
Tango,Indomie Goreng,0.2037,0.2074,0.0436,0.2140402552773687,1.0320166599680265,1.0,0.0013526199999999988,1.0084485946283572,0.03895943048526035,0.11863945578231291,0.008377813875055129,0.21213102445642784
Torabika,Tango,0.2046,0.2037,0.0425,0.20772238514174,1.019746613361512,1.0,0.0008229800000000009,1.0050769895126466,0.024345279474626186,0.11618370694368507,0.0050513438926786365,0.2081812711177527
Tango,Torabika,0.2037,0.2046,0.0425,0.20864015709376538,1.019746613361512,1.0,0.0008229800000000009,1.0051053349875931,0.024317763775106953,0.11618370694368507,0.005079402934077663,0.2081812711177527
Djarum,Tango,0.2128,0.2037,0.0468,0.21992481203007522,1.0796505254299225,1.0,0.003452640000000007,1.0207990361445782,0.09371742755889116,0.12658912631863675,0.02037525057148716,0.22483722192078137
Tango,Djarum,0.2037,0.2128,0.0468,0.2297496318114875,1.0796505254299225,1.0,0.003452640000000007,1.0220053537284897,0.09264643849599286,0.12658912631863675,0.021531544475974985,0.22483722192078137
Momogi,Tango,0.2144,0.2037,0.0461,0.2150186567164179,1.0555653250683255,1.0,0.0024267200000000003,1.0144190136660725,0.06700655177136396,0.1239247311827957,0.014214060927311199,0.22066593120553346
Tango,Momogi,0.2037,0.2144,0.0461,0.22631320569464902,1.0555653250683257,1.0,0.0024267200000000003,1.0153979695431472,0.06610617489838443,0.1239247311827957,0.015164467533921863,0.22066593120553346
Tango,Mie Gemez,0.2037,0.2046,0.0454,0.22287677957781052,1.0893293234497092,1.0,0.0037229800000000007,1.0235185091598231,0.10298124420156884,0.12510333425186002,0.022978098538861597,0.22238658138225814
Mie Gemez,Tango,0.2046,0.2037,0.0454,0.22189638318670576,1.0893293234497092,1.0,0.0037229800000000007,1.0233855527638192,0.10309776811379087,0.12510333425186002,0.022851165624395042,0.22238658138225814
Tango,Yupi,0.2037,0.2057,0.0446,0.2189494354442808,1.0644114508715645,1.0,0.0026989100000000057,1.0169636077938404,0.07599356665835108,0.12225877192982455,0.016680643893089275,0.21788502399340925
Yupi,Tango,0.2057,0.2037,0.0446,0.21682061254253768,1.0644114508715645,1.0,0.0026989100000000057,1.016753010552452,0.0761849139242666,0.12225877192982455,0.016476971672155828,0.21788502399340925
Beras,Tango,0.2092,0.2037,0.0441,0.21080305927342258,1.0348701977094874,1.0,0.0014859600000000014,1.0090003634161115,0.042609051713755855,0.11957700650759219,0.00892007945927739,0.21364895231712366
Tango,Beras,0.2037,0.2092,0.0441,0.21649484536082475,1.0348701977094874,1.0,0.0014859600000000014,1.0093105263157893,0.0423147533533067,0.11957700650759219,0.009224640061740964,0.21364895231712366
Tango,Nabati Keju,0.2037,0.2088,0.0434,0.21305841924398627,1.0203947281800108,1.0,0.0008674399999999971,1.0054113537117904,0.025099958274762628,0.11758331075589272,0.005382228569244516,0.21045641268712723
Nabati Keju,Tango,0.2088,0.2037,0.0434,0.2078544061302682,1.0203947281800108,1.0,0.0008674399999999971,1.0052444981862152,0.02526175022016365,0.11758331075589272,0.005217136921095331,0.21045641268712723
Tango,Kapal Api,0.2037,0.209,0.0422,0.20716740304369172,0.9912315935104867,1.0,-0.0003732999999999931,0.9976885448916409,-0.01098679230400637,0.11390013495276656,-0.002316810311388463,0.20454063932088892
Kapal Api,Tango,0.209,0.2037,0.0422,0.20191387559808613,0.9912315935104867,1.0,-0.0003732999999999931,0.9977619904076739,-0.011059593819899956,0.11390013495276656,-0.0022430295138940893,0.20454063932088892
Tango,Big Babol,0.2037,0.2101,0.0453,0.2223858615611193,1.0584762568354085,1.0,0.0025026299999999987,1.0157994318181818,0.06937799242024159,0.12293080054274085,0.015553692316899985,0.21899873753924598
Big Babol,Tango,0.2101,0.2037,0.0453,0.21561161351737268,1.0584762568354085,1.0,0.0025026299999999987,1.0151858616504854,0.0699401131336098,0.12293080054274085,0.01495870088832436,0.21899873753924598
Biskuat,Tango,0.209,0.2037,0.0473,0.22631578947368422,1.1110249851432705,1.0,0.004726700000000007,1.0292312925170068,0.12633404874606785,0.12944718117131912,0.028401091892106278,0.22926000568431387
Tango,Biskuat,0.2037,0.209,0.0473,0.23220422189494355,1.1110249851432705,1.0,0.004726700000000007,1.0302218670076728,0.1254931967325627,0.12944718117131912,0.029335299487918534,0.22926000568431387
Teh Kotak,Tango,0.2038,0.2037,0.041,0.2011776251226693,0.9876172072786907,1.0,-0.0005140599999999967,0.9968423832923834,-0.015503226043827294,0.11186903137789905,-0.0031676188337695617,0.20122700598303322
Tango,Teh Kotak,0.2037,0.2038,0.041,0.20127638684339716,0.9876172072786906,1.0,-0.0005140599999999967,0.9968404425322679,-0.015501309315742206,0.11186903137789905,-0.0031695719123371636,0.20122700598303322
Kwaci,Tango,0.2079,0.2037,0.0453,0.2178932178932179,1.0696770637860475,1.0,0.0029507699999999984,1.0181474169741698,0.08223508470650985,0.12366912366912368,0.01782395817307283,0.2201395397271686
Tango,Kwaci,0.2037,0.2079,0.0453,0.2223858615611193,1.0696770637860475,1.0,0.0029507699999999984,1.0186285984848484,0.08180134446317525,0.12366912366912368,0.018287920163008845,0.2201395397271686
Aqua,Tango,0.2121,0.2037,0.0451,0.21263554926921263,1.0438662212528849,1.0,0.0018952299999999977,1.0113486826347307,0.05333524322562791,0.12166172106824925,0.011221335262103026,0.21701978739847477
Tango,Aqua,0.2037,0.2121,0.0451,0.2214040255277369,1.0438662212528849,1.0,0.0018952299999999977,1.0119497477931905,0.052772621044169576,0.12166172106824925,0.011808637552655,0.21701978739847477
Molto,Tango,0.2143,0.2037,0.0447,0.20858609426038263,1.0239867170367336,1.0,0.0010470900000000005,1.0061738797169812,0.029813964890880888,0.11974283418162336,0.006135996810727916,0.21401322386067734
Tango,Molto,0.2037,0.2143,0.0447,0.21944035346097202,1.0239867170367336,1.0,0.0010470900000000005,1.0065854716981133,0.0294170943297314,0.11974283418162336,0.006542386993727917,0.21401322386067734
Sun Light Jeruk Nipis,Tango,0.2082,0.2037,0.045,0.21613832853025935,1.0610619957302865,1.0,0.0025896600000000006,1.0158680147058823,0.07267996968931549,0.12264922322158625,0.015620153874493737,0.21852571802065252
Tango,Sun Light Jeruk Nipis,0.2037,0.2082,0.045,0.22091310751104565,1.0610619957302865,1.0,0.0025896600000000006,1.0163179584120983,0.07226924525932439,0.12264922322158625,0.016055957957875285,0.21852571802065252
Tango,Gula Pasir,0.2037,0.2079,0.0459,0.2253313696612666,1.0838449719156642,1.0,0.0035507700000000017,1.0225017110266161,0.09714783816326987,0.125512715340443,0.022006526526027772,0.2230552952202437
Gula Pasir,Tango,0.2079,0.2037,0.0459,0.2207792207792208,1.0838449719156642,1.0,0.0035507700000000017,1.0219183333333333,0.09766295105341724,0.125512715340443,0.02144822401007259,0.2230552952202437
Indomie Kari Ayam,Tango,0.2108,0.2037,0.0458,0.2172675521821632,1.066605558086221,1.0,0.002860040000000001,1.0173335757575759,0.07912606210036367,0.12422023325196638,0.01703824209740451,0.22105400191336927
Tango,Indomie Kari Ayam,0.2037,0.2108,0.0458,0.22484045164457536,1.066605558086221,1.0,0.002860040000000001,1.01811298290057,0.07842055533041191,0.12422023325196638,0.0177907395395025,0.22105400191336927
Tango,Roma Kelapa,0.2037,0.2093,0.045,0.22091310751104565,1.055485463502368,1.0,0.002365589999999994,1.0149060491493382,0.06601615806438092,0.12228260869565215,0.01468712218419835,0.21795774821323902
Roma Kelapa,Tango,0.2093,0.2037,0.045,0.21500238891543239,1.055485463502368,1.0,0.002365589999999994,1.014397991479002,0.06648370642047115,0.12228260869565215,0.014193631690860723,0.21795774821323902
Tango,Good Day,0.2037,0.2124,0.047,0.23073146784486992,1.08630634578564,1.0,0.0037341200000000005,1.0238297383535417,0.09977315296010004,0.12733676510430778,0.023275098838077598,0.2260060352407024
Good Day,Tango,0.2124,0.2037,0.047,0.22128060263653485,1.08630634578564,1.0,0.0037341200000000005,1.022576299879081,0.10087526879396606,0.12733676510430778,0.022077863413958124,0.2260060352407024
"Bimoli, Momogi",Tango,0.0458,0.2037,0.011,0.24017467248908295,1.1790607387780214,1.0,0.0016705399999999999,1.0480040229885057,0.15915664716754632,0.04612159329140461,0.04580518961331528,0.14708782716255817
"Bimoli, Tango",Momogi,0.0459,0.2144,0.011,0.23965141612200433,1.1177771274347217,1.0,0.0011590399999999983,1.0332103151862464,0.1104362988442224,0.04412354592860007,0.03214284129583035,0.14547869313562903
"Momogi, Tango",Bimoli,0.0461,0.2055,0.011,0.23861171366594358,1.161127560418217,1.0,0.0015264499999999986,1.043488603988604,0.14547455898750572,0.0457190357439734,0.04167616572176664,0.1460698471006117
Bimoli,"Momogi, Tango",0.2055,0.0461,0.011,0.0535279805352798,1.161127560418217,1.0,0.0015264499999999986,1.0078480719794345,0.17466102179758553,0.0457190357439734,0.007786959361861621,0.1460698471006117
Momogi,"Bimoli, Tango",0.2144,0.0459,0.011,0.05130597014925373,1.1177771274347217,1.0,0.0011590399999999983,1.0056983284169125,0.13412331049805573,0.04412354592860007,0.005666041451895738,0.14547869313562903
Tango,"Bimoli, Momogi",0.2037,0.0458,0.011,0.05400098183603338,1.1790607387780214,1.0,0.0016705399999999999,1.0086691229891023,0.19071615311725823,0.04612159329140461,0.008594615212778638,0.14708782716255817
"Bimoli, Djarum",Tango,0.0462,0.2037,0.0101,0.21861471861471862,1.0732190408184519,1.0,0.00068906,1.0190875346260388,0.07152837321895328,0.042118432026688905,0.018730024632322782,0.13409871915026556
"Bimoli, Tango",Djarum,0.0459,0.2128,0.0101,0.22004357298474944,1.0340393467328453,1.0,0.0003324799999999996,1.0092871508379888,0.034502475506957425,0.04062751407884151,0.00920169332412278,0.1337529894998935
"Djarum, Tango",Bimoli,0.0468,0.2055,0.0101,0.2158119658119658,1.0501798822966706,1.0,0.0004825999999999997,1.0131498637602179,0.05012817689658178,0.04170107349298101,0.012979189190642929,0.132480192151725
Bimoli,"Djarum, Tango",0.2055,0.0468,0.0101,0.049148418491484186,1.0501798822966706,1.0,0.0004825999999999997,1.002469805527124,0.06014119347743456,0.04170107349298101,0.002463720616328351,0.132480192151725
Djarum,"Bimoli, Tango",0.2128,0.0459,0.0101,0.047462406015037595,1.034039346732845,1.0,0.0003324799999999996,1.0016402565367537,0.04181759639378567,0.04062751407884151,0.0016375705010351028,0.1337529894998935
Tango,"Bimoli, Djarum",0.2037,0.0462,0.0101,0.04958271968581247,1.0732190408184517,1.0,0.00068906,1.003559194214876,0.08567595425874372,0.042118432026688905,0.003546571278897535,0.13409871915026556
"Bimoli, Biskuat",Tango,0.0434,0.2037,0.0101,0.23271889400921658,1.142458978935771,1.0,0.001259419999999999,1.0378204204204204,0.13035234110908467,0.042616033755274264,0.03644216251314403,0.14115080684751452
"Bimoli, Tango",Biskuat,0.0459,0.209,0.0101,0.22004357298474944,1.0528400621279879,1.0,0.0005068999999999994,1.014159217877095,0.05260257710080822,0.041258169934640515,0.013961533482616246,0.13418446591821204
"Tango, Biskuat",Bimoli,0.0473,0.2055,0.0101,0.21353065539112048,1.0390786150419489,1.0,0.0003798499999999993,1.0102110215053763,0.03947613193144646,0.041615162752369185,0.010107810435645683,0.13133953694130235
Bimoli,"Tango, Biskuat",0.2055,0.0473,0.0101,0.049148418491484186,1.0390786150419489,1.0,0.0003798499999999993,1.0019439611054248,0.047336577584756505,0.041615162752369185,0.0019401894525917752,0.13133953694130235
Biskuat,"Bimoli, Tango",0.209,0.0459,0.0101,0.04832535885167464,1.0528400621279876,1.0,0.0005068999999999994,1.0025485168426345,0.06344894919327575,0.041258169934640515,0.0025420384149194386,0.13418446591821204
Tango,"Bimoli, Biskuat",0.2037,0.0434,0.0101,0.04958271968581247,1.142458978935771,1.0,0.001259419999999999,1.0065052685950413,0.15659305475945043,0.042616033755274264,0.006463223589601156,0.14115080684751452
"Bimoli, Tango",Good Day,0.0459,0.2124,0.0121,0.2636165577342048,1.241132569370079,1.0,0.002350839999999998,1.0695514792899408,0.20363095851657168,0.04914703493095044,0.06502864110488164,0.1602922713341457
"Bimoli, Good Day",Tango,0.0485,0.2037,0.0121,0.2494845360824742,1.224764536487355,1.0,0.00222055,1.061004120879121,0.19287076082566457,0.05039566847147022,0.0574965918403544,0.15444280805105545
"Tango, Good Day",Bimoli,0.047,0.2055,0.0121,0.2574468085106383,1.2527825231661232,1.0,0.002441500000000001,1.0699570200573065,0.21172807922784084,0.05033277870216306,0.06538301889318854,0.15816379354972304
Bimoli,"Tango, Good Day",0.2055,0.047,0.0121,0.05888077858880779,1.2527825231661232,1.0,0.002441500000000001,1.012624095139607,0.25396709818015395,0.05033277870216306,0.012466714154048047,0.15816379354972304
Tango,"Bimoli, Good Day",0.2037,0.0485,0.0121,0.05940108001963672,1.224764536487355,1.0,0.00222055,1.0115895093945722,0.2304615458063793,0.05039566847147022,0.011456731497253512,0.15444280805105545
Good Day,"Bimoli, Tango",0.2124,0.0459,0.0121,0.05696798493408663,1.241132569370079,1.0,0.002350839999999998,1.011736595107339,0.24667889476975752,0.04914703493095044,0.011600445376885676,0.1602922713341457
"Bimoli, Tango",Taro,0.0459,0.2098,0.0106,0.23093681917211328,1.100747469838481,1.0,0.0009701799999999993,1.0274838526912182,0.09592958295182849,0.04324765401876785,0.026748695484830796,0.14073056401884979
"Bimoli, Taro",Tango,0.0445,0.2037,0.0106,0.23820224719101124,1.169377747624012,1.0,0.0015353500000000013,1.0452905604719764,0.15159009902945225,0.04461279461279462,0.043328201922656344,0.14511977848013988
"Tango, Taro",Bimoli,0.0452,0.2055,0.0106,0.2345132743362832,1.1411838167215729,1.0,0.0013114000000000008,1.0379017341040462,0.1295737129577666,0.04414827155351937,0.036517651776316176,0.14304739142604914
Bimoli,"Tango, Taro",0.2055,0.0452,0.0106,0.05158150851581509,1.1411838167215729,1.0,0.0013114000000000008,1.0067285787583375,0.1557167792725935,0.04414827155351937,0.006683607578356822,0.14304739142604914
Tango,"Bimoli, Taro",0.2037,0.0445,0.0106,0.052037309769268535,1.1693777476240121,1.0,0.0015353500000000013,1.0079510616261005,0.18189669675077436,0.04461279461279462,0.007888340941149699,0.14511977848013988
Taro,"Bimoli, Tango",0.2098,0.0459,0.0106,0.05052430886558627,1.100747469838481,1.0,0.0009701799999999993,1.0048703815261044,0.1158268983729936,0.04324765401876785,0.0048467758784050624,0.14073056401884979
"Tango, Taro",Gula Pasir,0.0452,0.2079,0.0106,0.2345132743362832,1.1280099775674997,1.0,0.0012029200000000014,1.0347664739884395,0.11885527740670786,0.04371134020618557,0.033598376892164106,0.1427496626611671
"Tango, Gula Pasir",Taro,0.0459,0.2098,0.0106,0.23093681917211328,1.100747469838481,1.0,0.0009701799999999993,1.0274838526912182,0.09592958295182849,0.04324765401876785,0.026748695484830796,0.14073056401884979
"Taro, Gula Pasir",Tango,0.0471,0.2037,0.0106,0.22505307855626325,1.1048261097509242,1.0,0.0010057299999999998,1.0275542465753424,0.09956993249999503,0.04412989175686927,0.026815369278240932,0.1385451941627659
Tango,"Taro, Gula Pasir",0.2037,0.0471,0.0106,0.052037309769268535,1.1048261097509242,1.0,0.0010057299999999998,1.0052083376488865,0.11915131066086307,0.04412989175686927,0.0051813514212074,0.1385451941627659
Taro,"Tango, Gula Pasir",0.2098,0.0459,0.0106,0.05052430886558627,1.100747469838481,1.0,0.0009701799999999993,1.0048703815261044,0.1158268983729936,0.04324765401876785,0.0048467758784050624,0.14073056401884979
Gula Pasir,"Tango, Taro",0.2079,0.0452,0.0106,0.05098605098605099,1.1280099775674999,1.0,0.0012029200000000014,1.0060969082615308,0.1432685505213037,0.04371134020618557,0.00605996123381964,0.1427496626611671
"Tango, Taro",Mie Gemez,0.0452,0.2046,0.0102,0.2256637168141593,1.102950717566761,1.0,0.000952080000000001,1.0272022857142857,0.09775992508440334,0.04257095158597663,0.02648191704068306,0.13775854462408846
"Tango, Mie Gemez",Taro,0.0454,0.2098,0.0102,0.22466960352422907,1.0708751359591473,1.0,0.0006750800000000015,1.019178409090909,0.06933198588465361,0.041632653061224496,0.018817519013198034,0.13664366734838718
"Taro, Mie Gemez",Tango,0.0423,0.2037,0.0102,0.2411347517730497,1.183773940957534,1.0,0.0015834900000000016,1.049329906542056,0.16210098950303745,0.043256997455470736,0.04701086496678349,0.1456041947377767
Tango,"Taro, Mie Gemez",0.2037,0.0423,0.0102,0.050073637702503684,1.183773940957534,1.0,0.0015834900000000016,1.0081834108527132,0.19495682236224912,0.043256997455470736,0.008116986219592448,0.1456041947377767
Taro,"Tango, Mie Gemez",0.2098,0.0454,0.0102,0.04861773117254529,1.0708751359591473,1.0,0.0006750800000000015,1.0033821643286573,0.08375640815678352,0.041632653061224496,0.00337076385139879,0.13664366734838718
Mie Gemez,"Tango, Taro",0.2046,0.0452,0.0102,0.0498533724340176,1.1029507175667612,1.0,0.000952080000000001,1.0048975308641974,0.11735124021949753,0.04257095158597663,0.004873661954354422,0.13775854462408846
"Djarum, Tango",Taro,0.0468,0.2098,0.0102,0.21794871794871795,1.038840409669771,1.0,0.0003813600000000007,1.0104196721311476,0.03922391449236017,0.041396103896103896,0.010312222157324684,0.13328322456063163
"Djarum, Taro",Tango,0.0457,0.2037,0.0102,0.22319474835886216,1.0957032320022688,1.0,0.0008909100000000017,1.025096056338028,0.09152689683229487,0.04264214046822743,0.024481663140603,0.13663419303068292
"Tango, Taro",Djarum,0.0452,0.2128,0.0102,0.2256637168141593,1.0604497970590194,1.0,0.0005814400000000025,1.0166125714285714,0.0597024733647127,0.04116222760290557,0.016341103676523527,0.13679802382061348
Djarum,"Tango, Taro",0.2128,0.0452,0.0102,0.04793233082706767,1.0604497970590194,1.0,0.0005814400000000025,1.0028698914116485,0.07241351825282989,0.04116222760290557,0.002861678704511601,0.13679802382061348
Tango,"Djarum, Taro",0.2037,0.0457,0.0102,0.050073637702503684,1.0957032320022688,1.0,0.0008909100000000017,1.0046041860465118,0.1096874515221135,0.04264214046822743,0.004583084672014761,0.13663419303068292
Taro,"Djarum, Tango",0.2098,0.0468,0.0102,0.04861773117254529,1.038840409669771,1.0,0.0003813600000000007,1.001910621242485,0.047314901663019125,0.041396103896103896,0.0019069777303244717,0.13328322456063163
"Tango, Taro",Big Babol,0.0452,0.2101,0.0105,0.23230088495575224,1.1056681816075784,1.0,0.001003480000000001,1.0289187319884727,0.10009376184491402,0.0428921568627451,0.028105943734336284,0.14113854338220738
"Tango, Big Babol",Taro,0.0453,0.2098,0.0105,0.2317880794701987,1.1048049545767336,1.0,0.0009960600000000017,1.0286224137931035,0.09936404854180088,0.0429272281275552,0.027825967438874596,0.14091787195626237
"Taro, Big Babol",Tango,0.0496,0.2037,0.0105,0.2116935483870968,1.039241769205188,1.0,0.00039648000000000114,1.0101401534526855,0.039730639730639845,0.04324546952224054,0.010038362912340596,0.13161997006983706
Tango,"Taro, Big Babol",0.2037,0.0496,0.0105,0.051546391752577324,1.039241769205188,1.0,0.00039648000000000114,1.0020521739130435,0.047419314328770695,0.04324546952224054,0.0020479711201360747,0.13161997006983706
Taro,"Tango, Big Babol",0.2098,0.0453,0.0105,0.05004766444232603,1.1048049545767336,1.0,0.0009960600000000017,1.0049977922729554,0.12004917380771615,0.0429272281275552,0.004972938559051041,0.14091787195626237
Big Babol,"Tango, Taro",0.2101,0.0452,0.0105,0.049976201808662545,1.1056681816075784,1.0,0.001003480000000001,1.0050274549098197,0.12098939588495239,0.0428921568627451,0.00500230604174963,0.14113854338220738
"Tango, Biskuat",Taro,0.0473,0.2098,0.0109,0.23044397463002114,1.0983983538132562,1.0,0.0009764600000000002,1.0268258241758241,0.09403116011182128,0.044272948822095856,0.02612499953179088,0.1411991083826941
"Biskuat, Taro",Tango,0.0484,0.2037,0.0109,0.22520661157024793,1.105579830978144,1.0,0.0010409200000000007,1.0277578666666667,0.10035440070031745,0.045190713101160865,0.027008177282742612,0.13935833769479505
"Tango, Taro",Biskuat,0.0452,0.209,0.0109,0.24115044247787612,1.1538298683151968,1.0,0.0014532000000000017,1.0423673469387755,0.13963248944012502,0.0448006576243321,0.040645312867100034,0.1466517762628615
Biskuat,"Tango, Taro",0.209,0.0452,0.0109,0.05215311004784689,1.1538298683151966,1.0,0.0014532000000000017,1.0073356890459364,0.1685475359259562,0.0448006576243321,0.007282268588025651,0.1466517762628615
Tango,"Biskuat, Taro",0.2037,0.0484,0.0109,0.053510063819342174,1.1055798309781442,1.0,0.0010409200000000007,1.0053989626556017,0.11992621839309567,0.045190713101160865,0.005369970386025825,0.13935833769479505
Taro,"Tango, Biskuat",0.2098,0.0473,0.0109,0.05195424213536702,1.0983983538132562,1.0,0.0009764600000000002,1.00490930115636,0.11336811723428515,0.044272948822095856,0.004885317660719029,0.1411991083826941
"Kwaci, Tango",Taro,0.0453,0.2098,0.01,0.2207505518763797,1.0521951948349844,1.0,0.0004960600000000013,1.0140526912181302,0.0519597779407145,0.040799673602611185,0.013857949729663024,0.13420749710120225
"Kwaci, Taro",Tango,0.0436,0.2037,0.01,0.22935779816513763,1.125958753878928,1.0,0.0011186800000000004,1.0332940476190475,0.11696779590129655,0.04214075010535188,0.03222127108519105,0.13922479991712944
"Tango, Taro",Kwaci,0.0452,0.2079,0.01,0.22123893805309736,1.0641603561957544,1.0,0.0006029200000000016,1.0171284090909092,0.06314620863007978,0.04113533525298232,0.016839967242895285,0.13466949307657272
Kwaci,"Tango, Taro",0.2079,0.0452,0.01,0.0481000481000481,1.0641603561957544,1.0,0.0006029200000000016,1.0030465891864577,0.07611665193788682,0.04113533525298232,0.0030373356724425053,0.13466949307657272
Tango,"Kwaci, Taro",0.2037,0.0436,0.01,0.04909180166912126,1.125958753878928,1.0,0.0011186800000000004,1.0057753226639135,0.14048474193143293,0.04214075010535188,0.0057421598380607095,0.13922479991712944
Taro,"Kwaci, Tango",0.2098,0.0453,0.01,0.04766444232602479,1.0521951948349844,1.0,0.0004960600000000013,1.002482782782783,0.06277651227537348,0.040799673602611185,0.0024766338389282413,0.13420749710120225
"Tango, Good Day",Taro,0.047,0.2098,0.0126,0.2680851063829787,1.277812709165771,1.0,0.002739400000000001,1.0796337209302327,0.22813504555372352,0.0515970515970516,0.0737599422715499,0.16407115185688498
"Good Day, Taro",Tango,0.0488,0.2037,0.0126,0.2581967213114754,1.2675342234240325,1.0,0.002659439999999999,1.0734651933701658,0.22189514998598253,0.05252188411838266,0.06843742472871459,0.1600261957072841
